买方客户,得分
999800005276SR,42
999800045873SR,24
999800034115SR,36
999800023349SR,60
999800003719SR,60
999800027928SR,42
999800002390SR,42
999800018040SR,42
999800045237SR,42
999800009064SR,42
999800046000SR,54
999800009225SR,54
999800011448SR,54
999800039844SR,54
999800028651SR,24
999800013883SR,60
999800028504SR,60
999800013341CF,43.8
999800001199SR,42
999800037848SR,60
999800009714SR,42
999800036511SR,60
999800005144CF,55.8
999800022341SR,24
999800035801CF,19.8
999800044149SR,60
999800008494SR,42
999800020305SR,60
999800020624SR,60
999800015694SR,54
999800043025CF,40.2
999800031932SR,60
999800015094SR,54
999800034432SR,36
999800043568SR,30
999800012851SR,60
999800009819SR,48
999800007531SR,42
999800021512SR,54
999800046455SR,60
999800041647CF,36
999800047726SR,54
999800043905SR,36
999800025273SR,36
999800016140SR,42
999800042515SR,54
999800045665SR,54
999800041093SR,42
999800001705SR,60
999800026167SR,42
999800047892SR,60
999800006578SR,36
999800042849SR,42
999800042555SR,36
999800003950SR,42
999800045154SR,30
999800001565SR,54
999800033595SR,24
999800005966SR,60
999800024006SR,60
999800007037SR,54
999800004011SR,60
999800031240SR,36
999800010158SR,60
999800045916SR,60
999800004989SR,60
999800016567SR,54
999800034864SR,60
999800015891CF,52.2
999800004772SR,60
999800008719SR,60
999800037462SR,60
999800027510SR,54
999800008549SR,42
999800043978CF,55.8
999800025302SR,42
999800025609SR,24
999800020146SR,48
999800019343SR,60
999800038235CF,19.8
999800021990SR,60
999800023165SR,24
999800012634SR,60
999800017500SR,54
999800003335SR,60
999800026706SR,60
999800025955CF,39.6
999800018858SR,60
999800039732SR,60
999800000092CF,52.2
999800019746SR,36
999800016832SR,60
999800012579SR,18
999800019097SR,60
999800014262SR,60
999800002337SR,60
999800017242CF,55.8
999800012724CF,39.6
999800036681SR,36
999800043125SR,54
999800001870SR,42
999800025821SR,42
999800039652SR,60
999800040071SR,60
999800047536CF,19.8
999800046686SR,60
999800035198SR,60
999800018095SR,60
999800047853SR,42
999800018515SR,54
999800027396SR,42
999800008936SR,24
999800039316SR,24
999800039946CF,19.8
999800010064SR,42
999800025091SR,24
999800039087SR,30
999800011390SR,42
999800012746SR,54
999800001698SR,42
999800014280SR,54
999800012268SR,60
999800038185SR,42
999800031177SR,54
999800004495SR,24
999800036628CF,19.8
999800044111SR,60
999800027121SR,60
999800004841CF,31.8
999800039230SR,54
999800013330CF,19.8
999800047059SR,42
999800003493CF,19.8
999800042937SR,60
999800034807SR,54
999800001117SR,42
999800026893CF,40.2
999800037380SR,60
999800041217CF,39.6
999800048573CF,40.2
999800011046CF,52.2
999800011090SR,24
999800013654SR,60
999800048356CF,39.6
999800003248CF,43.8
999800005781CF,43.8
999800027811SR,60
999800009996SR,48
999800007321SR,60
999800019946SR,60
999800017972SR,60
999800024987SR,60
999800041516SR,60
999800018212SR,48
999800005257SR,60
999800046200SR,36
999800014078SR,48
999800037062SR,18
999800042534SR,60
999800039029SR,18
999800016026SR,60
999800047135SR,24
999800005768SR,18
999800025498CF,31.8
999800015440SR,36
999800018183SR,24
999800040380SR,54
999800003235SR,42
999800024395SR,60
999800019785SR,42
999800038772SR,60
999800007507SR,60
999800004025SR,54
999800015724SR,54
999800002926SR,60
999800040527SR,36
999800027688SR,36
999800025786SR,60
999800013912SR,60
999800017075SR,60
999800037251SR,42
999800011495SR,60
999800030710SR,42
999800010268SR,24
999800014585SR,18
999800027257SR,60
999800027084SR,60
999800028409SR,54
999800010137SR,60
999800007285SR,60
999800002885SR,36
999800004710SR,48
999800036804SR,54
999800039214SR,60
999800007818CF,36
999800031168SR,42
999800036318SR,24
999800000521SR,36
999800040778SR,42
999800021110CF,36
999800047297SR,54
999800035916CF,60
999800000856SR,24
999800021175CF,36
999800017005SR,60
999800005914SR,42
999800005784SR,24
999800037144SR,60
999800027972SR,48
999800033866SR,24
999800023668SR,42
999800024894SR,42
999800034153SR,42
999800009045SR,36
999800015739SR,60
999800000330SR,42
999800035808SR,36
999800021155CF,43.8
999800002133SR,42
999800048363CF,55.8
999800027329SR,24
999800039855CF,43.8
999800018322SR,60
999800018106SR,60
999800030535SR,60
999800042773SR,60
999800031110SR,60
999800002612CF,43.8
999800028658CF,24
999800014293CF,48
999800003059SR,60
999800043898SR,60
999800026477SR,42
999800007573SR,60
999800036836SR,60
999800011220SR,60
999800010072SR,36
999800021870SR,60
999800029945SR,54
999800020002SR,36
999800020779SR,60
999800008308SR,54
999800035121SR,30
999800025990SR,18
999800029329SR,60
999800041423SR,60
999800011895SR,36
999800028969SR,54
999800000113SR,60
999800013314SR,54
999800008834SR,36
999800010240SR,60
999800038109CF,36
999800031210SR,60
999800022568SR,24
999800046107SR,30
999800016059SR,36
999800036969SR,60
999800010279SR,24
999800048730SR,60
999800032085SR,60
999800039062SR,24
999800028012SR,60
999800015668SR,60
999800017634SR,42
999800029189SR,42
999800029194SR,60
999800026604SR,54
999800020479SR,42
999800017194SR,54
999800029257SR,60
999800048324SR,42
999800019286SR,60
999800007348SR,60
999800037200CF,48
999800004243SR,60
999800033649SR,60
999800032529SR,42
999800020453SR,18
999800002510CF,39.6
999800028902SR,36
999800031787CF,55.8
999800002481SR,54
999800024610CF,31.8
999800003446SR,42
999800043842SR,54
999800040959SR,60
999800028371SR,36
999800012915SR,24
999800008438SR,60
999800045297SR,24
999800001990SR,42
999800003391SR,60
999800003556CF,24
999800007724CF,55.8
999800025471SR,60
999800042731SR,60
999800034457SR,24
999800013684SR,60
999800011738SR,54
999800034686SR,42
999800045128SR,60
999800046044SR,60
999800015690SR,42
999800044360SR,42
999800037026SR,60
999800030106SR,42
999800019272SR,24
999800019591SR,60
999800000191SR,48
999800002269SR,60
999800009978SR,60
999800045677SR,60
999800029336SR,60
999800045216SR,48
999800036583SR,24
999800040524CF,19.8
999800037690SR,60
999800017038SR,60
999800011922SR,60
999800048883SR,54
999800025588SR,60
999800046591SR,60
999800037122SR,48
999800033421SR,54
999800005196CF,55.8
999800005465SR,42
999800008531CF,39.6
999800006274SR,60
999800004926SR,54
999800003416SR,42
999800048582SR,36
999800036588CF,48
999800001802SR,60
999800027082SR,54
999800004726SR,60
999800010528SR,60
999800047605SR,60
999800006711SR,36
999800009495SR,60
999800029434SR,36
999800044319SR,54
999800004458SR,42
999800023852SR,24
999800040818SR,18
999800006139SR,48
999800016987SR,60
999800009897SR,36
999800025620SR,42
999800001521SR,60
999800038878SR,42
999800039384SR,60
999800033802SR,36
999800005458SR,54
999800046804SR,54
999800017379CF,48
999800012498SR,60
999800029095SR,42
999800014747SR,42
999800011403SR,60
999800025580SR,60
999800017466SR,42
999800017524SR,42
999800016579SR,60
999800019586SR,54
999800031802SR,60
999800040352CF,39.6
999800028404CF,48
999800047611CF,40.2
999800039162SR,54
999800036562SR,30
999800016993CF,31.8
999800008062SR,42
999800000316SR,42
999800013862CF,40.2
999800025528SR,42
999800049033CF,39.6
999800003207SR,24
999800043387SR,60
999800037999SR,60
999800023903CF,48
999800004232SR,60
999800022024SR,60
999800022725SR,60
999800014904SR,60
999800033454CF,43.8
999800025780SR,60
999800017152SR,60
999800009452SR,60
999800047567CF,24
999800003124SR,42
999800011855SR,60
999800012063SR,60
999800018317SR,54
999800016714SR,42
999800009432SR,48
999800039031SR,60
999800030548SR,30
999800042622CF,43.8
999800007514SR,60
999800003381SR,54
999800034407SR,42
999800006785SR,54
999800010761CF,43.8
999800038709SR,30
999800010890CF,39.6
999800011100SR,60
999800023076SR,42
999800002737SR,60
999800021626SR,60
999800000383SR,60
999800001635SR,60
999800045002SR,18
999800001579SR,60
999800000692CF,43.8
999800022238CF,55.8
999800015607SR,54
999800036494SR,42
999800039706SR,60
999800045045SR,60
999800020287SR,60
999800017678SR,36
999800040979SR,36
999800042424SR,54
999800019048SR,36
999800032550SR,60
999800040361SR,60
999800002117SR,54
999800039828SR,42
999800035530SR,42
999800043572SR,54
999800024099CF,24
999800049941SR,0
999800018195SR,42
999800014872SR,42
999800005913CF,55.8
999800037244SR,54
999800045521CF,36
999800023410SR,42
999800047268SR,42
999800027608SR,60
999800014046SR,36
999800020610SR,42
999800007292SR,60
999800007474SR,42
999800041305SR,60
999800011045SR,60
999800002508SR,42
999800017527SR,42
999800012453SR,36
999800015789SR,24
999800012162SR,60
999800008814SR,42
999800038939SR,42
999800008868SR,42
999800033601CF,19.8
999800008088SR,60
999800047308SR,42
999800011721SR,60
999800017068SR,60
999800003210SR,60
999800028685SR,42
999800027313SR,42
999800023409SR,54
999800013298SR,60
999800007627SR,54
999800030152SR,42
999800033292SR,54
999800012188SR,24
999800002963SR,42
999800014639SR,60
999800009760SR,24
999800040514SR,54
999800042157SR,60
999800047368SR,60
999800021398SR,42
999800033434SR,54
999800040592SR,24
999800048194SR,24
999800033655SR,60
999800033223SR,36
999800008781SR,42
999800031044SR,42
999800038734SR,60
999800001012SR,36
999800038377SR,60
999800013695SR,54
999800016595SR,60
999800026992SR,24
999800015329SR,60
999800032933SR,60
999800032224SR,36
999800021995SR,42
999800018897SR,60
999800006394SR,42
999800013131CF,39.6
999800024966SR,42
999800017923SR,42
999800034747CF,39.6
999800045481SR,60
999800020186SR,60
999800018007SR,24
999800016748CF,55.8
999800032395SR,60
999800027642SR,60
999800026004SR,60
999800045699SR,42
999800008455SR,60
999800035042SR,54
999800042642SR,42
999800037193SR,24
999800020215SR,60
999800030329SR,60
999800012660SR,60
999800008877SR,60
999800003639CF,40.2
999800022857SR,42
999800015852SR,48
999800044564SR,60
999800032995SR,42
999800007580SR,60
999800009655SR,60
999800001135SR,60
999800041980SR,18
999800036856SR,60
999800010542SR,60
999800049092CF,48
999800034572SR,60
999800031710SR,60
999800043500SR,36
999800036450SR,60
999800007219SR,54
999800037902SR,54
999800015404SR,60
999800048744SR,24
999800022034SR,24
999800034825SR,36
999800010138SR,54
999800048430SR,24
999800009130SR,60
999800017988SR,36
999800000311SR,36
999800007958SR,24
999800040936SR,54
999800037980SR,42
999800023002SR,48
999800014117CF,55.8
999800039984SR,36
999800032164SR,60
999800003006SR,60
999800029340CF,36
999800027822SR,42
999800003287SR,54
999800023061SR,60
999800049707SR,0
999800034135SR,60
999800036553SR,42
999800008929SR,60
999800018053SR,60
999800016541CF,55.8
999800014741SR,60
999800032953CF,60
999800048944SR,42
999800019334SR,60
999800047699CF,55.8
999800035298SR,42
999800043222SR,60
999800023611SR,36
999800022490SR,54
999800029326SR,60
999800019199SR,60
999800023054SR,36
999800040896SR,18
999800040202SR,60
999800038433SR,54
999800000121CF,31.8
999800039445SR,24
999800027905SR,42
999800022756SR,36
999800037446SR,60
999800036752SR,42
999800018133SR,60
999800046191SR,60
999800023351SR,24
999800015225CF,40.2
999800016212SR,60
999800044981SR,54
999800018083SR,24
999800038815SR,60
999800028033SR,30
999800024147SR,60
999800017230SR,60
999800011132SR,60
999800015484SR,54
999800037897SR,60
999800033158SR,60
999800031626SR,48
999800043745CF,39.6
999800016857SR,54
999800009999SR,60
999800038512SR,60
999800034443SR,60
999800017486SR,36
999800015849SR,60
999800032102SR,60
999800043406SR,60
999800018261SR,60
999800005319CF,36
999800014474SR,60
999800003056CF,36
999800046886SR,54
999800031944SR,60
999800010992SR,42
999800006625SR,36
999800032523SR,54
999800029293SR,60
999800002863SR,18
999800038507CF,55.8
999800040146SR,36
999800014618SR,54
999800046559SR,18
999800013097SR,60
999800008819SR,60
999800014324SR,54
999800028968CF,48
999800017503SR,42
999800027626CF,55.8
999800022188SR,36
999800031725SR,60
999800018691SR,60
999800028867SR,60
999800003647SR,42
999800016077SR,60
999800009864CF,24
999800035304SR,60
999800045085SR,60
999800015252CF,39.6
999800026660SR,42
999800005980SR,42
999800017899SR,60
999800036227SR,42
999800009158CF,31.8
999800025062SR,42
999800017984SR,54
999800025730CF,55.8
999800006400SR,54
999800035281SR,60
999800007270SR,60
999800020482SR,42
999800040836SR,24
999800041389SR,48
999800009298SR,36
999800021579SR,24
999800003311SR,60
999800000877SR,36
999800029202SR,42
999800040463CF,31.8
999800046487SR,60
999800038971CF,36
999800007298SR,42
999800039395SR,42
999800000885SR,18
999800045506SR,60
999800045592CF,27.6
999800024482SR,60
999800022768CF,48
999800048835SR,54
999800043856SR,42
999800015211SR,54
999800024139SR,42
999800016525CF,55.8
999800029458SR,54
999800037748SR,42
999800041003SR,60
999800000674CF,48
999800027563SR,60
999800048334SR,42
999800030342CF,39.6
999800043638SR,60
999800046632SR,42
999800029491SR,42
999800044968SR,60
999800048434CF,39.6
999800024698SR,42
999800043553SR,60
999800029294SR,54
999800031887SR,36
999800038730SR,42
999800021472SR,30
999800025969CF,36
999800047672CF,55.8
999800012658SR,60
999800024548SR,60
999800031311SR,60
999800047559CF,55.8
999800001774SR,54
999800038229SR,30
999800014042SR,60
999800020329SR,24
999800015195SR,60
999800011623SR,60
999800039839SR,36
999800013429SR,54
999800042946SR,60
999800025974SR,24
999800016403CF,40.2
999800012921SR,60
999800014882SR,42
999800013513SR,42
999800038397SR,60
999800017968SR,30
999800046748SR,60
999800016303SR,42
999800029922SR,54
999800041600SR,54
999800019847SR,60
999800016061SR,60
999800014313SR,42
999800020327SR,36
999800015969SR,54
999800033018SR,54
999800011737SR,60
999800016784SR,60
999800047461SR,60
999800025629CF,43.8
999800010794SR,60
999800001729CF,60
999800044385CF,55.8
999800041755SR,48
999800038789SR,24
999800025442SR,60
999800015324CF,60
999800004738CF,55.8
999800025230CF,36
999800021086SR,60
999800025959SR,42
999800046525SR,54
999800037578SR,60
999800019849SR,42
999800024442SR,60
999800040707SR,60
999800046343CF,55.8
999800019719SR,60
999800006617SR,24
999800042692CF,55.8
999800024689CF,36
999800009179SR,60
999800047962SR,60
999800026573SR,60
999800007347SR,60
999800025200CF,55.8
999800015377SR,42
999800045261SR,42
999800001728SR,60
999800002087SR,60
999800039294SR,60
999800046879SR,54
999800022661SR,54
999800002307SR,60
999800016972CF,55.8
999800027856SR,42
999800046921SR,42
999800018429SR,60
999800040389SR,60
999800019269CF,52.2
999800020726SR,42
999800039350SR,42
999800009913SR,54
999800023207CF,55.8
999800014635SR,36
999800002499CF,19.8
999800035419SR,60
999800025810SR,42
999800033554CF,19.8
999800041039SR,54
999800048352SR,60
999800024177SR,54
999800040457SR,42
999800032249SR,24
999800029089SR,42
999800037439SR,54
999800045160CF,40.2
999800019721SR,42
999800023332SR,54
999800041488SR,24
999800045230SR,18
999800031306SR,0
999800047447CF,19.8
999800046108SR,60
999800003240SR,60
999800030270CF,43.8
999800040863SR,60
999800045554SR,24
999800012547SR,60
999800018346SR,60
999800003209SR,60
999800012265SR,60
999800030102SR,60
999800036165CF,43.8
999800019360SR,30
999800029163SR,60
999800034726SR,60
999800030055SR,60
999800001081CF,31.8
999800021026SR,60
999800004793SR,54
999800022078SR,24
999800011600SR,60
999800036692SR,24
999800011719SR,30
999800002329SR,24
999800009092SR,60
999800031197SR,30
999800040105SR,42
999800035019SR,42
999800018060SR,54
999800037800SR,60
999800023888SR,42
999800010288SR,36
999800036397SR,42
999800020947SR,36
999800043260SR,24
999800036423SR,36
999800007036SR,36
999800020128SR,42
999800010735CF,36
999800031527SR,36
999800021250SR,36
999800032678SR,60
999800004312SR,30
999800012664CF,19.8
999800038807SR,24
999800034543SR,54
999800000671SR,60
999800016308SR,42
999800043360SR,60
999800046542SR,36
999800018849SR,60
999800001778SR,60
999800008654SR,60
999800001226SR,54
999800016742SR,24
999800002716SR,30
999800035814SR,60
999800002064SR,42
999800024511SR,60
999800002292SR,42
999800038934SR,24
999800043821SR,24
999800005885SR,24
999800008107SR,24
999800036861SR,60
999800007483CF,43.8
999800015431SR,54
999800020732SR,24
999800042379SR,60
999800046649SR,54
999800008761SR,42
999800019125SR,54
999800012598CF,36
999800000010SR,60
999800038270SR,30
999800045981SR,60
999800036873SR,54
999800024376SR,60
999800034950SR,60
999800026793SR,42
999800047222SR,36
999800021541SR,24
999800019382SR,42
999800015257CF,48
999800042239SR,60
999800046936SR,60
999800037226SR,60
999800008322SR,24
999800029824SR,60
999800048426SR,42
999800045904CF,55.8
999800013537SR,60
999800021554CF,12
999800006794CF,48
999800028641SR,60
999800001924SR,60
999800021841CF,55.8
999800048621CF,36
999800019487CF,43.8
999800009821SR,60
999800036021CF,31.8
999800010027SR,36
999800029907CF,55.8
999800042196SR,60
999800016813CF,43.8
999800010654SR,54
999800024553CF,55.8
999800011842SR,42
999800047581SR,60
999800024841SR,36
999800037866SR,42
999800022356SR,24
999800007463SR,36
999800011988CF,48
999800026458SR,60
999800044045SR,60
999800046356SR,36
999800036037SR,54
999800017370SR,60
999800015839CF,39.6
999800010754SR,36
999800042884SR,60
999800043456SR,60
999800023836CF,48
999800037473SR,60
999800038556SR,48
999800027180SR,42
999800046760SR,24
999800036268SR,42
999800041418SR,48
999800021516SR,24
999800023106SR,42
999800011800SR,54
999800037327SR,60
999800019811SR,60
999800020925SR,54
999800026000CF,19.8
999800032591SR,54
999800008236SR,36
999800005679SR,42
999800010014SR,60
999800006893SR,54
999800017079SR,42
999800013826SR,60
999800003813SR,60
999800019895SR,42
999800036797SR,60
999800044702SR,60
999800038306SR,42
999800008240SR,36
999800002575SR,60
999800047300SR,42
999800023233SR,24
999800007506SR,60
999800015117SR,54
999800009880CF,39.6
999800041488CF,39.6
999800010723SR,48
999800047977SR,60
999800015514SR,42
999800021518SR,42
999800037292SR,60
